ticker,exchange,company,country,sector,mktcap_2022,revenue_2022,totReturn_20050101_20231231,mapped_exchange,family
BPE.MI,IM,BPER BANCA SPA,Italy,Financials,2905915619.1744,5410458055.2133045,-2.470075745148659,MI,Non-Family
300014.SS,CH,EVE ENERGY CO LTD-A,China,Consumer Discretionary,25991522880.58447,5398625044.808328,NA,SS,Non-Family
CTG.VN,VN,VIETNAM JS COMMERCIAL BANK F,Vietnam,Financials,5541499110.174678,5392679707.186521,NA,VN,Non-Family
HBR.L,LN,HARBOUR ENERGY PLC,United Kingdom,Energy,3119810048,5390000128,-9.066217080611072,L,Non-Family
002938.SS,CH,AVARY HOLDING SHENZHEN CO -A,China,Technology,9186309254.631374,5384798454.583305,NA,SS,Non-Family
EW,US,EDWARDS LIFESCIENCES CORP,United States,Health Care,45385261056,5382400000,17.713480731163166,NA,Non-Family
6066.HK,HK,CSC FINANCIAL CO LTD-H,China,Financials,23466789472.646626,5377218803.096072,NA,HK,Non-Family
CHD,US,CHURCH & DWIGHT CO INC,United States,Consumer Staples,19660445696,5375600128,15.020221845130965,NA,Non-Family
NCCB.ST,SS,NCC AB-B SHS,Sweden,Industrials,911275739.1813653,5374268628.789316,10.591448651570289,ST,Non-Family
SOP.PA,FP,SOPRA STERIA GROUP,France,Technology,3107620235.5456,5372993765.100908,13.063049990405196,PA,Family
ROP,US,ROPER TECHNOLOGIES INC,United States,Technology,45844750336,5371800064,17.09182543273402,NA,Non-Family
2871.T,JP,NICHIREI CORP,Japan,Consumer Staples,2523425509.970385,5367377536.120427,9.840093711886366,T,Non-Family
RACE,US,FERRARI NV,Italy,Consumer Discretionary,41542292615.5776,5366731111.604122,NA,NA,Non-Family
601666.SS,CH,PINGDINGSHAN TIANAN COAL -A,China,Materials,3595044819.5286,5360014139.329728,NA,SS,Non-Family
000937.SS,CH,JIZHONG ENERGY RESOURCES-A,China,Materials,3257669282.4631085,5358833092.702137,8.454350433885338,SS,Non-Family
HUSQB.ST,SS,HUSQVARNA AB-B SHS,Sweden,Industrials,4004986910.6760507,5358303738.321164,NA,ST,Non-Family
BBL.BK,TB,BANGKOK BANK PUBLIC CO LTD,Thailand,Financials,8152269721.936861,5353922159.412114,5.392324057936149,BK,Non-Family
5202.T,JP,NIPPON SHEET GLASS CO LTD,Japan,Materials,320311647.77887464,5348426217.396703,-9.089738977519968,T,Non-Family
VALMT.HE,FH,VALMET OYJ,Finland,Industrials,4963574330.265599,5344344538.629128,NA,HE,Non-Family
3800.HK,HK,GCL TECHNOLOGY HOLDINGS LTD,Hong Kong,Energy,6879886483.634361,5343088443.771449,NA,HK,Non-Family
HUBG,US,HUB GROUP INC-CL A,United States,Industrials,2640779008,5340490240,10.818128055374743,NA,Family
MTO.L,LN,MITIE GROUP PLC,United Kingdom,Industrials,1037071150.528,5333490188.416293,4.068824509827995,L,Non-Family
TRYG.CO,DC,TRYG A/S,Denmark,Financials,15092896858.237549,5333471736.476321,NA,CO,Non-Family
8097.T,JP,SAN-AI OBBLI CO LTD,Japan,Energy,530941304.3764396,5332066836.292764,10.478622999685228,T,Non-Family
KER.WA,PW,KERNEL HOLDING SA,Ukraine,Consumer Staples,357866752,5331545088,NA,WA,Non-Family
ENT.L,LN,ENTAIN PLC,United Kingdom,Consumer Discretionary,9414192997.4784,5312586466.807529,14.181966169348659,L,Non-Family
DNORD.CO,DC,D/S NORDEN,Denmark,Industrials,2032139392,5312399872,9.646257435657146,CO,Non-Family
BKW.SW,SW,BKW AG,Switzerland,Utilities,7242764753.377866,5306783771.177253,NA,SW,Non-Family
COTY,US,COTY INC-CL A,United States,Consumer Staples,6721992192,5304399872,NA,NA,Family
ADVANC.BK,TB,ADVANCED INFO SERVICE PCL,Thailand,Communications,16734865530.097534,5301937276.542968,10.298614108879223,BK,Non-Family
JNPR,US,JUNIPER NETWORKS INC,United States,Technology,10319884288,5301199872,1.657720863106804,NA,Non-Family
1951.T,JP,EXEO GROUP INC,Japan,Industrials,2053202283.9091806,5297415064.087874,8.87095878640196,T,Non-Family
2883.HK,HK,CHINA OILFIELD SERVICES-H,China,Energy,9318202283.361843,5295449444.88689,8.520960108578457,HK,Non-Family
SPG,US,SIMON PROPERTY GROUP INC,United States,Real Estate,38410530816,5291446784,9.078421077098797,NA,Non-Family
600157.SS,CH,WINTIME ENERGY GROUP CO L-A,China,Utilities,4927547493.114545,5287348403.036986,6.405401021096457,SS,Non-Family
SSNC,US,SS&C TECHNOLOGIES HOLDINGS,United States,Technology,13067060224,5282999808,NA,NA,Non-Family
ERA.PA,FP,ERAMET,France,Materials,2563736152.1152,5281147985.169392,1.7084237451325368,PA,Family
BEKB.BR,BB,BEKAERT NV,Belgium,Industrials,2123624623.9104,5270582420.086377,7.947194646474798,BR,Family
EDR,US,ENDEAVOR GROUP HOLD-CLASS A,United States,Communications,15788263424,5268136960,NA,NA,Non-Family
SCB.BK,TB,SCB X PCL,Thailand,Financials,10396504219.310902,5267246188.107337,8.122022911468463,BK,Non-Family
EQTL3.SA,BZ,EQUATORIAL ENERGIA SA - ORD,Brazil,Utilities,5622043163.987139,5265563017.71161,NA,SA,Non-Family
ZTO,US,ZTO EXPRESS CAYMAN INC-ADR,China,Industrials,21744472118.980663,5260781249.47554,NA,NA,Non-Family
002380.KS,KS,KCC CORP,South Korea,Materials,1197185200.2993107,5258615356.228626,6.099738680085398,KS,Non-Family
0119.HK,HK,POLY PROPERTY GROUP CO LTD,Hong Kong,Real Estate,857129882.9742235,5252151140.934564,3.1177460715504424,HK,Non-Family
9993.HK,HK,RADIANCE HOLDINGS GROUP CO L,China,Real Estate,1965137283.5067985,5252008369.342897,NA,HK,Family
8227.T,JP,SHIMAMURA CO LTD,Japan,Consumer Discretionary,3193708188.754671,5245970828.384357,5.802784325831878,T,Non-Family
1721.T,JP,COMSYS HOLDINGS CORP,Japan,Industrials,2686963061.00691,5245655686.498801,8.82244306345239,T,Non-Family
YELLQ,US,YELLOW CORP,United States,Industrials,129518512,5244700160,-44.53512313845289,NA,Non-Family
0291.HK,HK,CHINA RESOURCES BEER HOLDING,Hong Kong,Consumer Staples,22682264102.281624,5243829362.57895,11.596999930379837,HK,Non-Family
AMN,US,AMN HEALTHCARE SERVICES INC,United States,Industrials,4305998848,5243241984,8.492553107425337,NA,Non-Family
WOR,US,WORTHINGTON ENTERPRISES INC,United States,Industrials,2256448512,5242219008,11.495596817745056,NA,Family
SCYR.MC,SM,SACYR SA,Spain,Industrials,1819815969.0496,5242142973.362315,-3.1978539849579546,MC,Non-Family
WIE.VI,AV,WIENERBERGER AG,Austria,Materials,2699902198.8608,5241894365.486485,1.6263506423168872,VI,Non-Family
058650.KS,KS,SEAH HOLDINGS CORP,South Korea,Materials,335124963.0542421,5236111616.879544,11.334573495487588,KS,Family
METSO.HE,FH,METSO CORP,Finland,Industrials,8500263310.08,5235856591.565016,NA,HE,Non-Family
IAC,US,IAC INC,United States,Communications,3945916928,5235279872,NA,NA,Non-Family
600667.SS,CH,WUXI TAIJI INDUS CO LTD-A,China,Industrials,1575383610.5876555,5233681132.634496,9.297631610348645,SS,Non-Family
2777.HK,HK,GUANGZHOU R&F PROPERTIES - H,China,Real Estate,913838953.9906648,5233360136.464954,NA,HK,Family
PCO.WA,PW,PEPCO GROUP NV,United Kingdom,Consumer Staples,3466159896.807853,5227248208.9239025,NA,WA,Non-Family
5991.T,JP,NHK SPRING CO LTD,Japan,Consumer Discretionary,1660044778.940441,5226731215.136147,4.909178075767295,T,Non-Family
1578.HK,HK,BANK OF TIANJIN CO LTD-H,China,Financials,1493964136.4914622,5222524231.614594,NA,HK,Non-Family
ACE.MI,IM,ACEA SPA,Italy,Utilities,2941367966.6432,5221299279.20023,7.761049681858445,MI,Non-Family
PRX.AS,NA,PROSUS NV,Netherlands,Communications,108107038720,5219999744,NA,AS,Non-Family
RRX,US,REGAL REXNORD CORP,United States,Industrials,7942675968,5217900032,10.733880506499617,NA,Non-Family
600732.SS,CH,SHANGHAI AIKO SOLAR ENERGY-A,China,Energy,7132590315.716232,5215866149.7754,14.029529623390168,SS,Non-Family
SN-.L,LN,SMITH & NEPHEW PLC,United Kingdom,Health Care,11780458496,5215000064,5.67578440823282,L,Non-Family
GL,US,GLOBE LIFE INC,United States,Financials,11661993984,5214905856,9.624269938223362,NA,Non-Family
600927.SS,CH,YONGAN FUTURES CO LTD-A,China,Financials,3401205327.457745,5212681770.317408,NA,SS,Non-Family
600348.SS,CH,SHAN XI HUA YANG GROUP NEW-A,China,Materials,4967855859.449744,5211550669.962876,12.032117778445283,SS,Non-Family
NXST,US,NEXSTAR MEDIA GROUP INC,United States,Communications,6442886656,5210999808,17.447409322633334,NA,Non-Family
6361.T,JP,EBARA CORP,Japan,Industrials,3316775159.148157,5210737623.355162,8.84917749164682,T,Non-Family
LISN.SW,SW,CHOCOLADEFABRIKEN LINDT-REG,Switzerland,Consumer Staples,24679453678.55728,5207972331.435194,11.38028847421053,SW,Non-Family
LCII,US,LCI INDUSTRIES,United States,Consumer Discretionary,2327706112,5207142912,13.193647593334878,NA,Non-Family
HLF,US,HERBALIFE LTD,United States,Consumer Staples,1456752000,5204400128,8.105104513916682,NA,Non-Family
GFL.TO,CN,GFL ENVIRONMENTAL INC-SUB VT,Canada,Industrials,11111266577.97487,5198367284.025269,NA,TO,Non-Family
600219.SS,CH,SHANDONG NANSHAN ALUMINUM-A,China,Materials,5549961845.012032,5197465820.960082,2.217944770722502,SS,Non-Family
SMCI,US,SUPER MICRO COMPUTER INC,United States,Technology,2110748800,5196099072,NA,NA,Non-Family
9948.T,JP,ARCS CO LTD,Japan,Consumer Staples,1064634412.301277,5182430637.749481,7.3558143109546,T,Non-Family
TKA.VI,AV,TELEKOM AUSTRIA AG,Austria,Communications,4111321482.2655997,5177945517.044571,1.7086596087362294,VI,Non-Family
TOU.TO,CN,TOURMALINE OIL CORP,Canada,Energy,17101950391.7221,5174611487.356781,NA,TO,Non-Family
ALFA.ST,SS,ALFA LAVAL AB,Sweden,Industrials,11949471689.982622,5169701385.604615,17.975294348530113,ST,Non-Family
MOWI.OL,NO,MOWI ASA,Norway,Consumer Staples,8808438488.32,5168762664.746002,17.74342838150973,OL,Non-Family
ADT,US,ADT INC,United States,Industrials,7819229184,5168330240,NA,NA,Non-Family
IDEA.NS,IN,VODAFONE IDEA LTD,India,Communications,4082916860.2520514,5167429818.533276,NA,NS,Non-Family
CLH,US,CLEAN HARBORS INC,United States,Industrials,6169874432,5166604800,17.974351532169486,NA,Non-Family
RECL.NS,IN,REC LTD,India,Financials,3201208549.8813777,5163617838.221345,NA,NS,Non-Family
7003.T,JP,MITSUI E&S CO LTD,Japan,Industrials,243458038.5653175,5159583046.90963,-3.4952671045493933,T,Non-Family
SUNPHARMA.NS,IN,SUN PHARMACEUTICAL INDUS,India,Health Care,28911896986.21187,5157768579.40418,19.137093776993485,NS,Family
MPL.AX,AU,MEDIBANK PRIVATE LTD,Australia,Financials,6186593081.404539,5155001489.596368,NA,AX,Non-Family
LEG,US,LEGGETT & PLATT INC,United States,Consumer Discretionary,4273698048,5146699776,3.725248791982927,NA,Non-Family
ENGI3.SA,BZ,ENERGISA S.A.,Brazil,Utilities,3873109656.1376963,5143422393.00854,29.55680818455695,SA,Family
VK.PA,FP,VALLOUREC SA,France,Materials,3043921558.6559997,5142851899.865256,-7.7401309948186725,PA,Non-Family
3151.T,JP,VITAL KSK HOLDINGS INC,Japan,Health Care,321892024.4817374,5140756626.7787075,NA,T,Non-Family
PPH,SJ,PEPKOR HOLDINGS LTD,South Africa,Consumer Staples,4226697520.4855676,5139908470.355178,NA,NA,Non-Family
104230.KS,KF,LS CABLE & SYSTEM LTD,South Korea,Industrials,1011479938.3292735,5139608999.663636,NA,KS,Non-Family
WDAY,US,WORKDAY INC-CLASS A,United States,Technology,63505510400,5138798080,NA,NA,Non-Family
000401.SS,CH,TANGSHAN JIDONG CEMENT INV-A,China,Materials,3139527653.7268434,5136856627.703204,4.720338861828632,SS,Non-Family
SUBC.OL,NO,SUBSEA 7 SA,United Kingdom,Energy,3342374912,5135799808,9.113316192307597,OL,Non-Family
AXS,US,AXIS CAPITAL HOLDINGS LTD,Bermuda,Financials,4586465792,5135438848,6.6014902556226,NA,Non-Family
IIB.NS,IN,INDUSIND BANK LTD,India,Financials,9545387451.283112,5131717188.397374,19.667080455438967,NS,Non-Family
ARDT,US,ARDENT HEALTH PARTNERS INC,United States,Health Care,NA,5129687040,NA,NA,Non-Family
PTG.BK,TB,PTG ENERGY PCL,Thailand,Energy,698764905.6385987,5128649962.623311,NA,BK,Non-Family
001390.KS,KS,KG CHEMICAL CORP,South Korea,Materials,225682394.128417,5128649322.922884,13.473790857036239,KS,Non-Family
002600.SS,CH,LINGYI ITECH GUANGDONG CO -A,China,Technology,4611664288.986172,5128088011.276797,NA,SS,Non-Family
EFX,US,EQUIFAX INC,United States,Financials,23809099776,5122200064,13.235997880094263,NA,Non-Family
ASC.L,LN,ASOS PLC,United Kingdom,Consumer Discretionary,808035559.2,5118522315.287832,9.304570872038486,L,Non-Family
GREEN.BR,BB,GREENYARD NV,Belgium,Consumer Staples,441688199.2512,5115268612.5679865,-0.7576530598129905,BR,Family
IRM,US,IRON MOUNTAIN INC,United States,Real Estate,14497890304,5103574016,12.11393228073112,NA,Non-Family
9435.T,JP,HIKARI TSUSHIN INC,Japan,Consumer Discretionary,5189009041.395196,5103174990.387525,8.406659607586509,T,Family
7241.T,JP,FUTABA INDUSTRIAL CO LTD,Japan,Consumer Discretionary,268179012.5699243,5095061834.599945,-2.6947096767621415,T,Non-Family
GENT.KL,MK,GENTING BHD,Malaysia,Consumer Discretionary,3916491958.4071198,5093303347.990498,3.2178703386504193,KL,Non-Family
141A.T,JP,TRIAL HOLDINGS INC,Japan,Consumer Discretionary,NA,5091432273.740473,NA,T,Non-Family
OMF,US,ONEMAIN HOLDINGS INC,United States,Financials,4031913216,5090999808,NA,NA,Non-Family
SNPS,US,SYNOPSYS INC,United States,Technology,44577304576,5081542144,18.783694448454824,NA,Non-Family
AGS.BR,BB,AGEAS,Belgium,Financials,8147891221.145599,5081024577.201036,-2.3652150826375284,BR,Non-Family
OSR.HM,HM,OSRAM LICHT AG,Germany,Technology,5108897887.846399,5075757973.046243,NA,HM,Non-Family
AMS.SW,SW,AMS-OSRAM AG,Austria,Technology,1913076183.3344,5075757973.046243,-0.22571492905718582,SW,Non-Family
2897.T,JP,NISSIN FOODS HOLDINGS CO LTD,Japan,Consumer Staples,7221747499.045738,5073724018.9324465,11.33786560886676,T,Non-Family
601127.SS,CH,SERES GROUP CO L-A,China,Consumer Discretionary,8679470074.507872,5071626795.087426,NA,SS,Non-Family
SAVE,US,SPIRIT AIRLINES INC,United States,Industrials,2122188544,5068447232,NA,NA,Non-Family
RNR,US,RENAISSANCERE HOLDINGS LTD,Bermuda,Financials,8054136832,5060411904,8.598755803763236,NA,Non-Family
2610.TW,TT,CHINA AIRLINES LTD,Taiwan,Industrials,3716817031.9557433,5058890404.647186,0.9992541248347031,TW,Non-Family
SMAR.JK,IJ,SINAR MAS AGRO RES & TECH,Indonesia,Consumer Staples,916834769.5445927,5058196122.313001,14.366771556062963,JK,Non-Family
600567.SS,CH,SHANYING INTL HLDG CO LTD-A,China,Materials,1570029230.2786074,5058112369.069025,2.4593179220136374,SS,Non-Family
ORI.AX,AU,ORICA LTD,Australia,Materials,3849075323.5630054,5056119659.252045,2.9117167989633375,AX,Non-Family
GRUPOARG.CL,CB,GRUPO ARGOS SA,Colombia,Materials,1701732718.6344445,5050054725.264462,6.450690061393294,CL,Non-Family
1944.T,JP,KINDEN CORP,Japan,Industrials,2660428151.3655806,5047648227.674445,8.156962339370333,T,Non-Family
WAWI.OL,NO,WALLENIUS WILHELMSEN ASA,Norway,Industrials,4177537024,5045000192,NA,OL,Non-Family
3360.HK,HK,FAR EAST HORIZON LTD,Hong Kong,Financials,3374214037.630824,5034016337.822245,NA,HK,Non-Family
7419.T,JP,NOJIMA CORP,Japan,Consumer Discretionary,939265566.8311944,5031573662.053158,17.950197031719362,T,Non-Family
EDN.BA,AR,EMP DISTRIB Y COMERC NORTE,Argentina,Utilities,674498885.0637655,5030345476.271664,NA,BA,Non-Family
SPR,US,SPIRIT AEROSYSTEMS HOLD-CL A,United States,Industrials,3115471616,5029600256,NA,NA,Non-Family
ARCB,US,ARCBEST CORP,United States,Industrials,1697022464,5029007872,6.44953188405788,NA,Non-Family
600584.SS,CH,JCET GROUP CO LTD-A,China,Technology,5945944927.956397,5020625254.734265,13.627855724503535,SS,Non-Family
CME,US,CME GROUP INC,United States,Financials,60358004736,5019400192,12.008932255258742,NA,Non-Family
9274.T,JP,KPP GROUP HOLDINGS CO LTD,Japan,Consumer Discretionary,187914563.47482723,5017547083.170854,NA,T,Non-Family
JUN3.DE,GR,JUNGHEINRICH - PRFD,Germany,Industrials,2903923544.5504,5017084357.232037,13.27149592720116,DE,Family
AMER3.SA,BZ,AMERICANAS SA,Brazil,Consumer Discretionary,NA,5011041016.04602,NA,SA,Non-Family
AEO,US,AMERICAN EAGLE OUTFITTERS,United States,Consumer Discretionary,3778857472,5010784768,4.730233947947204,NA,Non-Family
BLD,US,TOPBUILD CORP,United States,Industrials,4951787008,5008743936,NA,NA,Non-Family
002468.SS,CH,STO EXPRESS CO LTD-A,China,Industrials,2284439412.05462,5007043218.516967,NA,SS,Non-Family
0661.HK,HK,CHINA DAYE NON-FERROUS METAL,Hong Kong,Materials,165153973.26993883,5005232361.568113,-11.434735213637005,HK,Non-Family
CNM,US,CORE & MAIN INC-CLASS A,United States,Industrials,5766836736,5004000256,NA,NA,Non-Family
OMU,SJ,OLD MUTUAL LTD,South Africa,Financials,3016634887.9629083,5002038161.772554,NA,NA,Non-Family
AAK.ST,SS,AAK AB,Sweden,Consumer Staples,4432361715.618969,5000138140.5682535,NA,ST,Non-Family
0990.HK,HK,THEME INTERNATIONL HLDGS LTD,Hong Kong,Materials,1364108126.1776278,4992094872.5868635,12.160874464141646,HK,Non-Family
4506.T,JP,SUMITOMO PHARMA CO LTD,Japan,Health Care,3948090056.9924316,4987455276.879809,-2.583892658545328,T,Non-Family
8601.T,JP,DAIWA SECURITIES GROUP INC,Japan,Financials,8452478643.764396,4986101819.698931,4.717800088585178,T,Non-Family
028670.KS,KS,PAN OCEAN CO LTD,South Korea,Industrials,2438333599.1975927,4983465653.731221,NA,KS,Non-Family
BTU,US,PEABODY ENERGY CORP,United States,Materials,3801838080,4981899776,NA,NA,Non-Family
2270.T,JP,MEGMILK SNOW BRAND CO LTD,Japan,Consumer Staples,1100039834.1559722,4972921516.328604,NA,T,Non-Family
CAPL,US,CROSSAMERICA PARTNERS LP,United States,Energy,752302656,4967424000,NA,NA,Non-Family
DIE.BR,BB,D'IETEREN GROUP,Belgium,Consumer Discretionary,10308965614.08,4965795635.672976,17.02133096467877,BR,Family
TSE,US,TRINSEO PLC,United States,Materials,797121024,4965499904,NA,NA,Non-Family
KELYA,US,KELLY SERVICES INC -A,United States,Industrials,633750016,4965400064,-0.5430739506300464,NA,Family
VTU.L,LN,VERTU MOTORS PLC,United Kingdom,Consumer Discretionary,288781971.44159997,4961778030.576992,NA,L,Non-Family
SWX,US,SOUTHWEST GAS HOLDINGS INC,United States,Utilities,4153332480,4960009216,8.089804700353698,NA,Non-Family
WGO,US,WINNEBAGO INDUSTRIES,United States,Consumer Discretionary,1855700608,4957729792,4.360688305793214,NA,Non-Family
6110.HK,HK,TOPSPORTS INTERNATIONAL HOLD,China,Consumer Discretionary,6420585172.129589,4955785977.192417,NA,HK,Non-Family
000776.SS,CH,GF SECURITIES CO LTD-A,China,Financials,15738510394.572813,4950455918.443165,14.269880745158625,SS,Non-Family
HUBB,US,HUBBELL INC,United States,Industrials,12599861248,4947899904,12.95496393462654,NA,Non-Family
9633.HK,HK,NONGFU SPRING CO LTD-H,China,Consumer Staples,63571924478.58987,4942875657.8550415,NA,HK,Family
0521.HK,HK,CWT INTERNATIONAL LTD,Hong Kong,Materials,122742438.18654908,4940770420.844934,-11.455781459583669,HK,Non-Family
ADP.PA,FP,ADP,France,Industrials,13214749068.083199,4937778444.842135,NA,PA,Non-Family
2382.HK,HK,SUNNY OPTICAL TECH,China,Technology,13053885381.961557,4936592782.164684,NA,HK,Non-Family
PRT.MI,IM,ESPRINET SPA,Italy,Consumer Discretionary,356408610.68799996,4933738162.400223,3.8617432134224305,MI,Non-Family
9065.T,JP,SANKYU INC,Japan,Industrials,1920031606.1862454,4932204575.075119,9.292930559516922,T,Non-Family
MMK.VI,AV,MAYR-MELNHOF KARTON AG,Austria,Materials,3239006400,4931521723.420477,6.552969991636748,VI,Family
EMEIS.PA,FP,EMEIS SA,France,Health Care,427680015.99039996,4930299176.664495,-17.717514184282745,PA,Non-Family
CHILE.SN,CI,BANCO DE CHILE,Chile,Financials,10479815287.964632,4929400082.023459,13.002075682905168,SN,Non-Family
LINE,US,LINEAGE INC,United States,Real Estate,NA,4928300032,NA,NA,Non-Family
EPIA.ST,SS,EPIROC AB-A,Sweden,Industrials,21975970310.228615,4927652168.421314,NA,ST,Non-Family
IAG.TO,CN,IA FINANCIAL CORP INC,Canada,Financials,6138474335.550629,4924429268.018,9.587068527614196,TO,Non-Family
TPX,US,TEMPUR SEALY INTERNATIONAL I,United States,Consumer Discretionary,5853264896,4921200128,13.030883869797227,NA,Non-Family
SBMO.AS,NA,SBM OFFSHORE NV,Netherlands,Energy,2836960512,4912999936,3.246760848960162,AS,Non-Family
002532.SS,CH,TIANSHAN ALUMINUM GROUP CO-A,China,Materials,5179870141.767896,4908558913.657782,NA,SS,Non-Family
CCET.BK,TB,CAL-COMP ELECTRONICS THAILAN,Thailand,Technology,360602513.072084,4908374312.881686,3.685499156631944,BK,Non-Family
HST,US,HOST HOTELS & RESORTS INC,United States,Real Estate,11450070016,4906999808,3.857133857597428,NA,Non-Family
CCL-B.TO,CN,CCL INDUSTRIES INC - CL B,Canada,Materials,7566651600.886918,4906899389.028786,17.378377647937814,TO,Non-Family
3991.HK,HK,CHANGHONG JIAHUA HOLDINGS LT,Hong Kong,Consumer Discretionary,111871921.24793313,4896083833.886995,-4.012824678888071,HK,Non-Family
SWDY.CA,EY,ELSWEDY ELECTRIC CO,Egypt,Industrials,1047977798.5937102,4889437508.661855,NA,CA,Family
TNET,US,TRINET GROUP INC,United States,Industrials,4105673728,4885000192,NA,NA,Non-Family
AXTA,US,AXALTA COATING SYSTEMS LTD,United States,Materials,5618681856,4884400128,NA,NA,Non-Family
PATK,US,PATRICK INDUSTRIES INC,United States,Consumer Discretionary,1346068992,4881871872,18.270286725867123,NA,Non-Family
EXITO.CL,CB,ALMACENES EXITO SA,Colombia,Consumer Staples,942949180.7012888,4879658217.61918,7.907631205582666,CL,Non-Family
603609.SS,CH,WELLHOPE FOODS CO LTD -A,China,Consumer Staples,1578009590.3516657,4879314152.579631,NA,SS,Non-Family
BEZ.L,LN,BEAZLEY PLC,United Kingdom,Financials,5469981184,4872300032,15.476120048598352,L,Non-Family
FRAGUAB.MX,MM,CORPORATIVO FRAGUA SAB DE CV,Mexico,Consumer Staples,1714591188.3671427,4870173517.750872,15.344005558937535,MX,Non-Family
VLTO,US,VERALTO CORP,United States,Industrials,NA,4870000128,NA,NA,Non-Family
SY1.DE,GR,SYMRISE AG,Germany,Materials,15218000149.2992,4864550213.060929,NA,DE,Non-Family
HOLX,US,HOLOGIC INC,United States,Health Care,15564372992,4862799872,13.117372988342368,NA,Non-Family
GRMN,US,GARMIN LTD,Switzerland,Technology,17684887552,4860285952,11.313449704087208,NA,Non-Family
MLRSR.LS,PL,RSR SINGULAR ASSETS EUROPE S,Spain,Real Estate,104432250,4853369869.282803,NA,LS,Non-Family
GDS.PA,FP,RAMSAY GENERALE DE SANTE SA,France,Health Care,2603255298.688,4848817432.930085,7.276413062420994,PA,Non-Family
IMCD.AS,NA,IMCD NV,Netherlands,Materials,8127435233.3824,4846662310.151396,NA,AS,Non-Family
NCLH,US,NORWEGIAN CRUISE LINE HOLDIN,United States,Consumer Discretionary,5158102016,4843760128,NA,NA,Non-Family
SNA,US,SNAP-ON INC,United States,Industrials,12110559232,4842500096,14.489266588941785,NA,Non-Family
002608.SS,CH,JIANGSU GUOXIN CORP LTD-A,China,Utilities,3264046979.96695,4832697834.09101,NA,SS,Non-Family
EPAM,US,EPAM SYSTEMS INC,United States,Technology,18895849472,4824697856,NA,NA,Non-Family
ELIOR.PA,FP,ELIOR GROUP,France,Industrials,319244090.2952507,4824249398.940852,NA,PA,Non-Family
000617.SS,CH,CNPC CAPITAL CO LTD-A,China,Financials,10207344098.802656,4822759134.85305,1.1013804439238273,SS,Non-Family
PATA.BA,AR,IMPORT Y EXPORT PATAGONIA-B,Argentina,Consumer Staples,163720371.7490526,4818955685.03134,47.81203021853384,BA,Non-Family
020560.KS,KS,ASIANA AIRLINES,South Korea,Industrials,829285246.5714604,4817635583.003584,0.266791689882262,KS,Non-Family
002385.SZ,SZ,BEIJING DABEINONG TECHNOLO-A,China,Consumer Staples,5274769378.134694,4817599441.205642,NA,SZ,Family
NIACL.NS,IN,NEW INDIA ASSURANCE CO LTD/T,India,Financials,2423813561.559204,4816762815.992886,NA,NS,Non-Family
7309.T,JP,SHIMANO INC,Japan,Consumer Discretionary,14471862516.021679,4813077055.151732,12.4429269953795,T,Non-Family
HYR.KL,MK,HENGYUAN REFINING CO BHD,Malaysia,Energy,239749352.94918948,4811084992.398165,-3.251432368794982,KL,Non-Family
600861.SS,CH,FESCO GROUP-A,China,Consumer Discretionary,1008930043.7769983,4808979140.846187,9.097340125111408,SS,Non-Family
LILA,US,LIBERTY LATIN AMERIC-CL A,United States,Communications,1627233024,4808600064,NA,NA,Non-Family
FLO,US,FLOWERS FOODS INC,United States,Consumer Staples,6067990016,4805821952,10.11267797558184,NA,Non-Family
7731.T,JP,NIKON CORP,Japan,Technology,3970038363.1457715,4805575786.579737,2.2591338902770097,T,Non-Family
KEP.SI,SP,KEPPEL LTD,Singapore,Industrials,9499050730.395817,4802364714.294561,10.39868342079069,SI,Non-Family
CTLT,US,CATALENT INC,United States,Health Care,19204909056,4801999872,NA,NA,Non-Family
900923.SS,CH,SHANGHAI BAILIAN GROUP CO-B,China,Consumer Staples,2950376955.324269,4801062656.566247,2.135879320899714,SS,Non-Family
RXO,US,RXO INC,United States,Industrials,2002080000,4796000256,NA,NA,Non-Family
NU,US,NU HOLDINGS LTD/CAYMAN ISL-A,Brazil,Financials,19107786752,4792230912,NA,NA,Non-Family
600600.SS,CH,TSINGTAO BREWERY CO LTD-A,China,Consumer Staples,17524502005.624332,4784113510.623665,12.516218567778026,SS,Non-Family
SDG.KL,MK,SD GUTHRIE BHD,Malaysia,Consumer Staples,7301019566.81651,4783430324.530125,NA,KL,Non-Family
CLARI.PA,FP,CLARIANE SE,France,Health Care,1154466609.2544,4775652135.188607,NA,PA,Non-Family
BHIP.BA,AR,BANCO HIPOTECARIO SA-D SHS,Argentina,Financials,156425066.00125328,4768974358.196995,28.761044734083253,BA,Non-Family
0257.HK,HK,CHINA EVERBRIGHT ENVIRONMENT,Hong Kong,Industrials,2747988796.287988,4766095715.21007,12.1389422394093,HK,Non-Family
601717.SS,CH,ZHENGZHOU COAL MINING MACH-A,China,Consumer Discretionary,2697739919.4039373,4765040734.424716,NA,SS,Non-Family
000009.SS,CH,CHINA BAOAN GROUP-A,China,Industrials,4520148500.855247,4763483567.996951,11.811817527363822,SS,Non-Family
200488.SS,CH,SHANDONG CHENMING PAPER-B,China,Materials,1642479018.9313774,4759250012.254263,2.8020682743549186,SS,Non-Family
